GSTIN,Invoice No,Inv Date,Product,Unit,HSN Code,Company,Batch No,Exp. Date,MRP,Qty,Purc Rate,Sale Rate,Vat %,GST Category
,00154419,21/08/2020,FO 29,10 TAB,3004,AKUME,PABCH35,28/01/2021,130.90,1,102.64,130.90,0.00,12% GST
,R/6854,21/08/2020,FOGG DEO BLEU MOUNTAIN,120 ML,2106,VINI,/,/  /,225.00,2,195.65,225.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO FERSH SPICY,120 ML,2106,VINI,/,/  /,125.00,1,111.61,125.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO FERSH SPICY,120 ML,2106,VINI,/,/  /,125.00,1,111.61,125.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO FRESH BLEU SPRING,120 ML,2106,VINI,/,/  /,125.00,1,111.61,125.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO FRESH FOUGERE,120 ML,2106,VINI,/,/  /,125.00,1,111.61,125.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO FRESH ORIENTAL,120 ML,2106,VINI,/,/  /,225.00,2,195.65,225.00,0.00,18% GST
,R/8244,25/09/2020,FOGG DEO FRESH ORIENTAL,120 ML,2106,VINI,-,/  /,185.00,1,143.21,185.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO MONARCH,120 ML,2106,VINI,/,/  /,225.00,3,130.43,225.00,0.00,18% GST
,R/6853,21/08/2020,FOGG DEO MONARCH,120 ML,2106,VINI,/,/  /,185.00,1,143.14,185.00,0.00,18% GST
,R/6853,21/08/2020,FOGG DEO MONARCH,120 ML,2106,VINI,/,/  /,185.00,1,143.14,185.00,0.00,18% GST
,R/6854,21/08/2020,FOGG DEO WOMEN  ELEGANCE,120 ML,2106,VINI,-,/  /,185.00,1,160.86,185.00,0.00,18% GST
,R/6854,21/08/2020,FOGG MARCO DEO,120 ML,2106,VINI,/,/  /,185.00,1,160.86,185.00,0.00,18% GST
,R/8820,09/10/2020,FOGG MARCO DEO,120 ML,2106,VINI,/,/  /,185.00,1,143.18,185.00,0.00,18% GST
,R/6854,21/08/2020,FOGG NAPLOEON DEO,120 ML,2106,VINI,/,/  /,225.00,2,195.65,225.00,0.00,18% GST
,R/6853,21/08/2020,FOGG NAPLOEON DEO,120 ML,2106,VINI,-,/  /,185.00,1,143.14,185.00,0.00,18% GST
,R/8244,25/09/2020,FOGG NAPLOEON DEO,120 ML,2106,VINI,-,/  /,185.00,1,143.20,185.00,0.00,18% GST
,R/6853,21/08/2020,FOGG RADIATE DEO SPRAY,120 ML,2106,VINI,/,/  /,185.00,1,143.14,185.00,0.00,18% GST
,R/6853,21/08/2020,FOGG ROYAL DEO,120 ML,2106,VINI,-,/  /,185.00,1,143.16,185.00,0.00,18% GST
,00625561,24/08/2020,FOL 5,30 TAB,3004,ZYD,S000568,28/02/2022,46.39,1,35.63,46.39,0.00,12% GST
27AAACE7630H1ZQ,EPL/10810,28/04/2021,FOL XT,10 TAB,3004,ABBOT,MT210557,31/07/2022,240.00,2,171.43,240.00,12.00,12% GST
,EPL/26673,21/10/2020,FOLCURE 5,10 TAB,3004,USV L,20DSGT134,30/09/2021,129.00,2,101.11,129.00,0.00,12% GST
,23570,09/11/2020,FOLCURE 5,10 TAB,3004,USV L,20DSGT136,01/09/2021,129.00,2,101.13,129.00,0.00,12% GST
,RDD/18081,30/11/2020,FOLCURE 5,10 TAB,3004,USV L,20DSGT137,30/09/2021,129.00,2,96.59,129.00,0.00,12% GST
,IDB20274092,09/01/2021,FOLCURE 5,10 TAB,3004,USV L,20DSGT138,01/09/4021,129.00,4,101.25,129.00,0.00,12% GST
,EPL/65579,19/02/2021,FOLCURE 5,10 TAB,3004,USV L,20DSGT137,30/09/2021,129.00,3,101.20,129.00,0.00,12% GST
,EPL/65579,19/02/2021,FOLCURE 5,10 TAB,3004,USV L,19LSGT306,31/05/2021,129.00,1,101.20,129.00,0.00,12% GST
,EPL/65579,19/02/2021,FOLCURE 5,10 TAB,3004,USV L,20S2GTB838,30/04/2022,129.00,1,101.21,129.00,0.00,12% GST
,00154419,21/08/2020,FOLIACT N,10 TAB,3004,AKUME,SIZAA02,28/06/2021,157.30,1,123.34,157.30,0.00,12% GST
27AAACE7630H1ZQ,EPL/16606,13/05/2021,FOLINAL 5,10 TAB,3004,ALEMB,2008001605,30/11/2022,98.50,5,70.36,98.50,12.00,12% GST
,00625558,24/08/2020,FOLINEXT,30 TAB,3004,OTS,DPE200763,28/10/2021,76.55,1,58.80,76.55,0.00,12% GST
,00625558,24/08/2020,FOLINEXT D,10 CAP,3004,OTS,20920007,28/02/2022,104.00,1,79.89,104.00,0.00,12% GST
,00721459,12/02/2021,FOLINEXT D,10 CAP,3004,OTS,20920021,28/05/2022,113.85,2,88.35,113.85,0.00,12% GST
,EPL/64963,18/02/2021,FOLINEXT GOLD,10 CAP,3004,OTS,20S2GTA769,31/01/2022,135.00,6,105.82,135.00,0.00,12% GST
,RDD/18570,03/12/2020,FOLLIHAIR,10 TAB,2106,ABBOT,TLF0103,31/01/2022,211.00,1,158.01,211.00,0.00,18% GST
,RDD/18762,05/12/2020,FOLLIHAIR,10 TAB,2106,ABBOT,TLF0103,31/01/2022,211.00,1,158.08,211.00,0.00,18% GST
,S/85659,01/01/2021,FOLLIHAIR,10 TAB,2106,ABBOT,TLF0127,31/03/2022,211.00,1,163.74,211.00,0.00,18% GST
,EPL/66776,24/02/2021,FOLLIHAIR,10 TAB,2106,ABBOT,TLF0164,31/05/2022,583.00,1,466.40,583.00,0.00,18% GST
,EPL/78224,30/03/2021,FOLLIHAIR,10 TAB,2106,ABBOT,TLG0033,31/07/2022,612.00,1,489.60,612.00,0.00,18% GST
27AAACE7630H1ZQ,EPL/13427,04/05/2021,FOLLIHAIR,10 TAB,2106,ABBOT,TLG0016,31/07/2022,331.00,4,224.41,331.00,18.00,18% GST
,S/72195,07/12/2020,FOLVITE 5,45 TAB,3004,PFIZE,EE5808,28/02/2022,68.78,3,51.76,68.78,0.00,12% GST
,S/107658,10/02/2021,FOLVITE 5,45 TAB,3004,PFIZE,EE5816,28/02/2022,68.78,4,53.41,68.78,0.00,12% GST
,42337,08/03/2021,FOLVITE 5,45 TAB,3004,PFIZE,EE5816,01/02/2022,68.78,10,55.21,68.78,0.00,12% GST
27AAHCS2250A1ZT,S/25888,12/05/2021,FOLVITE 5,45 TAB,3004,PFIZE,EP2408,30/06/2022,68.78,7,52.94,68.78,12.00,12% GST
27AAACE7630H1ZQ,EPL/2265,06/04/2021,FOLVITE ACTIVE,15 TAB,3004,PFIZE,2032018F,30/06/2022,219.59,5,156.84,219.59,12.00,12% GST
,00657712,20/10/2020,FOLVITE DHA,10 CAP,3004,PFIZE,2032052F,31/08/2021,181.48,1,139.37,181.48,0.00,12% GST
,EPL/66977,24/02/2021,FOLVITE DHA,10 CAP,3004,PFIZE,2032054F,31/01/2022,181.48,1,142.21,181.48,0.00,12% GST
27AAACE7630H1ZQ,EPL/20236,27/05/2021,FOLVITE MB,15 CAP,3004,PFIZE,2095040F,31/05/2022,191.06,2,136.47,191.06,12.00,12% GST
,S/27386,29/08/2020,FORACORT 100 INHALER,UNIT,3004,CIPLA,SN00787,31/01/2023,252.67,1,198.13,252.67,0.00,12% GST
,S/27386,29/08/2020,FORACORT 100 MG ROTACAPS,30 CAP,3004,CIPLA,SA01079,28/02/2022,124.65,1,97.76,124.65,0.00,12% GST
,S/90839,11/01/2021,FORACORT 200 INHALER,UNIT,3004,CIPLA,SN01832,30/09/2023,358.75,1,278.48,358.75,0.00,12% GST
,S/132859,25/03/2021,FORACORT 200 INHALER,UNIT,3004,CIPLA,SN02075,30/11/2023,358.75,1,278.39,358.75,0.00,12% GST
,S/56990,06/11/2020,FORACORT 200 ROTACAPS,30 CAP,3004,CIPLA,SA02067,30/04/2022,168.67,1,130.91,168.67,0.00,12% GST
,GTEHHY/210092419,22/12/2020,FORACORT 200 ROTACAPS,30 CAP,3004,CIPLA,BA02091,01/07/2022,168.67,2,119.22,168.67,0.00,12% GST
,GTEHHY/210140222,28/02/2021,FORACORT 200 ROTACAPS,30 CAP,3004,CIPLA,BA03468,01/11/2022,168.67,2,121.73,168.67,0.00,12% GST
27AAHCS2250A1ZT,S/27092,15/05/2021,FORACORT 200 ROTACAPS,30 CAP,3004,CIPLA,BA10411,31/01/2023,168.67,3,120.48,168.67,12.00,12% GST
27AAHCS2250A1ZT,S/34208,31/05/2021,FORACORT 200 ROTACAPS,30 CAP,3004,CIPLA,BA10643,31/03/2023,169.68,3,121.20,169.68,12.00,12% GST
,S/86679,04/01/2021,FORACORT FORTE  ROTACAPS,30 CAP,3004,CIPLA,SA03211,28/02/2022,348.48,2,270.41,348.48,0.00,12% GST
,31846,04/01/2021,FORACORT FORTE  ROTACAPS,30 CAP,3004,CIPLA,SA02937,31/12/2021,348.48,1,273.34,348.48,0.00,12% GST
,RDD/30882,24/02/2021,FORACORT FORTE  ROTACAPS,30 CAP,3004,CIPLA,SA04357,31/05/2022,383.32,1,287.00,383.32,0.00,12% GST
,00039843,28/12/2020,FORAIR 250 INHALER,UNIT,3004,GER,S001777,28/07/2022,360.80,2,282.97,360.80,0.00,12% GST
,00743098,20/03/2021,FORAIR 250 RESPICAP,30 CAP,3004,GER,S002064,28/10/2022,360.80,1,277.08,360.80,0.00,12% GST
,EPL/68670,02/03/2021,FORMOFLO 125 TRANSHALER,UNIT,3004,LUPIN,J000952,31/05/2022,723.65,1,567.27,723.65,0.00,12% GST
,,/  /,FORMOFLO 250 TRANSCAPS,CAP,3004,LUPIN,LT2001,28/02/2023,388.00,1,310.40,388.00,0.00,12% GST
,EPL/75823,23/03/2021,FORMONIDE 200 INHALER,UNIT,3004,GER,I100453,31/12/2022,357.83,1,281.00,357.83,0.00,12% GST
,00702878,09/01/2021,FORMONIDE 200 RESPICAPS,30 CAP,3004,GER,I004056,28/09/2022,168.67,1,130.89,168.67,0.00,12% GST
,,/  /,FORXIGA 10,14 TAB,3004,ASZ,FDX016,31/03/2023,802.90,1,642.32,802.90,0.00,12% GST
27AAFFM7699Q1Z3,00784459,31/05/2021,FORXIGA 10,14 TAB,3004,ASZ,FDX019,28/05/2023,802.90,2,573.50,802.90,12.00,12% GST
,00625559,24/08/2020,FORXIGA 5,14 TAB,3004,ASZ,FLX001,28/11/2022,761.60,2,584.91,761.60,0.00,12% GST
,R002408,22/10/2020,FOURDERM CREAM,10 GM,3004,CIPLA,19158,28/06/2021,97.50,3,22.84,97.50,0.00,12% GST
,R002532,28/10/2020,FOURDERM CREAM,15 GM,3004,CIPLA,K9809,28/06/2021,152.50,3,41.12,152.50,0.00,12% GST
27AAHCS2250A1ZT,S/10100,15/04/2021,FOURTS B,15 TAB,3004,FOURR,H1159,30/06/2022,62.00,3,44.29,62.00,12.00,12% GST
27AAHCS2250A1ZT,S/20773,04/05/2021,FOURTS B,15 TAB,3004,FOURR,H2072,30/11/2022,62.00,6,44.29,62.00,12.00,12% GST
,EPL/44057,12/12/2020,FP-I-Site New Cap,10Cap,3004,SUN,EMX2697,31/03/2022,229.00,1,179.55,229.00,0.00,18% GST
,,/  /,FREE CHECK,1 PC,3004,KOYE,FCKM200504,30/04/2022,60.00,10,10.71,67.20,12.00,12% GST
27AAFFM7699Q1Z3,00775507,11/05/2021,FREEDASE 30,21T,3004,SUN,GKC0097A,31/01/2023,480.00,1,384.00,480.00,12.00,12% GST
27AAGPS4492L1Z0,V/1418,19/04/2021,FRIENDS ADULT BRIEF MEDIUM,10 PIECE,3004,NOBEL,-,/  /,500.00,1,280.00,500.00,12.00,12% GST
,00637246,14/09/2020,FUCIBET CREAM,15 GM,3004,RAN,G69320,31/12/2021,67.00,3,51.46,67.00,0.00,12% GST
,31846,04/01/2021,FUCIBET CREAM,15 GM,3004,RAN,H14420,30/04/2022,67.00,2,52.56,67.00,0.00,12% GST
,00625585,24/08/2020,FUCIDIN CREAM,15 GM,3004,RAN,G22220,18/07/2021,149.88,1,115.12,149.88,0.00,12% GST
,EPL/70349,06/03/2021,FUCIDIN CREAM,5 GM,3004,RAN,H21420,31/05/2022,152.70,1,119.68,152.70,0.00,12% GST
,EPL/70349,06/03/2021,FUCIDIN OINTMENT,15 GM,3004,RAN,H23620,31/05/2022,152.70,1,119.68,152.70,0.00,12% GST
,EPL/69876,06/03/2021,FUCIDIN OINTMENT,15 GM,3004,RAN,H06020,31/05/2022,152.70,1,119.72,152.70,0.00,12% GST
,EPL/69876,06/03/2021,FUCIDIN OINTMENT,15 GM,3004,RAN,H23620,31/05/2022,152.70,1,119.72,152.70,0.00,12% GST
,EPL/70292,06/03/2021,FUCIDIN OINTMENT,15 GM,3004,RAN,H23620,31/05/2022,152.70,2,119.50,152.70,0.00,12% GST
,00625563,24/08/2020,FULL 365,15 CAP,3004,EMCUR,ZPH4AE0004,28/08/2021,98.20,1,75.40,98.20,0.00,12% GST
,S/77087,16/12/2020,FULLFORM 200 ROTACAP,30 CAP,3004,CIPLA,BA02440,28/02/2022,143.00,1,110.96,143.00,0.00,12% GST
,S/93603,16/01/2021,FULLFORM 400 ROTACAP,30 CAP,3004,CIPLA,BA01369,30/11/2021,226.27,1,175.56,226.27,0.00,12% GST
,S/115152,24/02/2021,FULLFORM 400 ROTACAP,30 CAP,3004,CIPLA,BA03236,31/05/2022,226.27,3,175.58,226.27,0.00,12% GST
27AAHCS2250A1ZT,S/32389,27/05/2021,FULLFORM 400 ROTACAP,30 CAP,3004,CIPLA,BA10667,30/09/2022,226.27,4,161.62,226.27,12.00,12% GST
,,/  /,FUNGEEHEAL 100,10 CAP,3004,LUPIN,20ESGC118,31/10/2021,201.00,3,160.80,201.00,0.00,12% GST
,EPL/58203,28/01/2021,FUNGEEHEAL 100,10 CAP,3004,LUPIN,20ESGC118,31/10/2021,201.00,6,131.33,201.00,0.00,12% GST
,S/44428,06/10/2020,FUNGICREME CREAM,10 GM,3004,CIPLA,WAX0014,31/10/2021,168.00,1,130.38,168.00,0.00,12% GST
,00625585,24/08/2020,FUNGICROSS CREAM,10 GM,3004,VAR,WAX0009,31/08/2021,168.00,1,129.02,168.00,0.00,12% GST
,00154417,21/08/2020,FUNZI IT 100,10 CAP,3004,CORO,SFUI191203,28/11/2021,121.00,1,94.86,121.00,0.00,12% GST
,00154417,21/08/2020,FUNZI IT 200,10 CAP,3004,CORO,SFUZ191202,28/11/2021,231.00,1,181.09,231.00,0.00,12% GST
,,/  /,FUNZI MX DUSTING POWDER,75 GM,3004,CORO,EMT4001,28/02/2023,112.72,1,90.18,112.72,0.00,12% GST
,IDB20322283,18/02/2021,FUNZI MX DUSTING POWDER,75 GM,3004,CORO,DC0083,01/08/4023,112.72,3,73.62,112.72,0.00,12% GST
,RDD/17894,28/11/2020,FUR XT,10 TAB,3004,CORO,CG20116,30/06/2022,176.00,2,109.88,176.00,0.00,12% GST
,IDB20335374,02/03/2021,FUR XT,10 TAB,3004,CORO,CG20186,01/07/4022,176.00,2,114.98,176.00,0.00,12% GST
27AAHCS2250A1ZT,S/25248,11/05/2021,FURAMIST AZ NASAL SPRAY,9.8 GM,3004,CIPLA,SA10382,31/01/2023,456.67,1,326.19,456.67,12.00,12% GST
,S/27428,31/08/2020,FUSIWAL CREAM,5 GM,3004,WAL,H129,30/09/2021,49.98,1,39.19,49.98,0.00,12% GST
,S/27428,31/08/2020,FUSIWAL CREAM,15 GM,3004,WAL,H135,31/01/2022,146.22,1,114.66,146.22,0.00,12% GST
,S/27428,31/08/2020,FUSIWAL OINTMENT 2%,10 GM,3004,WAL,F293,30/04/2022,118.50,1,92.93,118.50,0.00,12% GST
,EPL/21348,06/10/2020,Fabiflu 400 Mg Tab,17 Tab,2106,GLE,05201644,31/05/2021,1224.00,2,959.50,1224.00,0.00,12% GST
,EPL/21286,06/10/2020,Fabiflu 400 Mg Tab,17 Tab,2106,GLE,05201644,31/05/2021,1224.00,2,959.50,1224.00,0.00,12% GST
,R/6862,21/08/2020,Fair & Lovely Adv Mv..,110 G,3004,HINDU,--,/  /,205.00,1,186.24,205.00,0.00,18% GST
,RDD/11503,14/10/2020,Femgold Tab,10,3004,CORO,BLT-20052,31/01/2022,195.00,1,146.08,195.00,0.00,18% GST
,EPL/76083,25/03/2021,Femsure Tab,10 Tab,3004,SUN,B009,30/06/2022,171.00,1,127.35,171.00,0.00,12% GST
,EPL/76134,25/03/2021,Femsure Tab,10 Tab,3004,SUN,B009,30/06/2022,171.00,3,127.12,171.00,0.00,12% GST
,R/9454,19/08/2020,Florite Deluxe Soother,Na,2106,FLORI,-,/  /,25.00,3,18.57,25.00,0.00,18% GST
,R/9454,19/08/2020,Florite Dinky Soother,Na,2106,FLORI,NET,/  /,20.00,3,15.70,20.00,0.00,18% GST
,R/9454,19/08/2020,Florite Fortune Bottle,Large,3004,FLORI,-,/  /,140.00,5,71.79,140.00,0.00,12% GST
,R/9454,19/08/2020,Florite Fortune Bottle,Small,3004,FLORI,SMALL,/  /,130.00,5,66.66,130.00,0.00,12% GST
,R/9454,19/08/2020,Florite NippleBox Packing,1 Pcs,3004,FLORI,25,/  /,25.00,5,17.26,25.00,0.00,12% GST
,RDD/30922,24/02/2021,Folcibel,10 Tab,3004,C G N,CFB0002,30/09/2022,260.00,3,194.67,260.00,0.00,12% GST
,00731854,02/03/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,5,402.96,583.00,0.00,18% GST
,00736400,09/03/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,5,402.97,583.00,0.00,18% GST
,00741068,18/03/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,10,402.96,583.00,0.00,18% GST
,00748081,30/03/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,4,447.75,583.00,0.00,18% GST
,00749089,31/03/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,3,447.74,583.00,0.00,18% GST
27AAFFM7699Q1Z3,00751155,05/04/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,3,395.25,583.00,18.00,18% GST
27AAFFM7699Q1Z3,00753972,06/04/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,2,395.25,583.00,18.00,18% GST
27AAFFM7699Q1Z3,00755520,09/04/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0150,28/05/2022,583.00,2,395.25,583.00,18.00,18% GST
27AAJFN8418J1ZT,S/15937,29/04/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0151,31/05/2022,583.00,3,395.25,583.00,18.00,18% GST
27AAJFN8418J1ZT,S/12496,29/04/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLF0139,30/04/2022,583.00,3,395.25,583.00,18.00,18% GST
27AAHCS2250A1ZT,S/28141,15/05/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLG0033,31/07/2022,612.00,1,414.92,612.00,18.00,18% GST
27AAHCS2250A1ZT,S/28141,15/05/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLG0034,31/07/2022,612.00,1,414.92,612.00,18.00,18% GST
27AAHCS2250A1ZT,S/31587,25/05/2021,Follihair New Tab Bottle,30S,3004,ABBOT,TLG0034,31/07/2022,612.00,1,414.92,612.00,18.00,18% GST
,S/27387,29/08/2020,Foracort 0.5 Respules,2 Ml,3004,CIPLA,SA01679,31/10/2021,54.73,20,42.90,54.73,0.00,12% GST
27AAHCS2250A1ZT,S/25888,12/05/2021,Foracort 0.5 Respules,2 Ml,3004,CIPLA,SA10037,30/06/2022,60.20,20,43.00,60.20,12.00,12% GST
,RDD/17050,23/11/2020,Formonide 1 Respluses,2Ml,3004,LUPIN,19R077,31/03/2021,58.00,14,43.42,58.00,0.00,12% GST
,RDD/17050,23/11/2020,Formonide 1 Respluses,2Ml,3004,LUPIN,20R014,31/07/2021,58.00,7,43.42,58.00,0.00,12% GST
27AAACE7630H1ZQ,EPL/3307,09/04/2021,Formonide 1 Respluses,2Ml,3004,LUPIN,20R015,31/07/2021,58.00,7,41.43,58.00,12.00,12% GST
27AAACE7630H1ZQ,EPL/3402,09/04/2021,Formonide 1 Respluses,2Ml,3004,LUPIN,20R015,31/07/2021,58.00,7,41.43,58.00,12.00,12% GST
,RDD/20332,16/12/2020,Fosidal Powder 8Gm Sachet,8Gm,3004,DRR,22SFL010,31/05/2021,380.00,1,284.55,380.00,0.00,12% GST
,RDD/16887,21/11/2020,Fp-Wisium K2-7,10Tab,3004,HEL,TA2069,31/03/2022,142.00,2,100.93,142.00,0.00,12% GST
,RDD/34710,25/03/2021,Fp-Wisium K2-7,10Tab,3004,HEL,TA2069,31/03/2022,142.00,3,100.93,142.00,0.00,12% GST
,00154410,21/08/2020,G-FLOTAS-D DROPS.,10ML,3004,INTAS,LY35149,28/11/2021,23.50,1,18.43,23.50,0.00,12% GST
27AAJFN8418J1ZT,S/21736,29/04/2021,GABAKLAS 300,10 TAB,3004,ALNIC,GAKC90901,31/08/2021,155.00,2,110.71,155.00,12.00,12% GST
27AAJFN8418J1ZT,S/54715,21/05/2021,GABAKLAS 300,10 TAB,3004,ALNIC,GAKC0001,31/01/2022,155.00,3,110.71,155.00,12.00,12% GST
,00661325,27/10/2020,GABANEURON 100,10 TAB,3004,ARIST,2012321AR,28/07/2022,89.15,1,68.47,89.15,0.00,12% GST
,S/44841,07/10/2020,GABANEURON NT,10 TAB,3004,ARIST,2010012AR,31/12/2021,261.75,1,203.05,261.75,0.00,12% GST
,00661325,27/10/2020,GABANEURON NT,10 TAB,3004,ARIST,2010021AR,28/03/2022,261.75,1,201.03,261.75,0.00,12% GST
,00655233,15/10/2020,GABANTIN 100,10 TAB,3004,SUN,EMX1710,30/06/2023,69.00,3,53.00,69.00,0.00,12% GST
,S/132992,25/03/2021,GABANTIP AT 300,10 TAB,3004,SUN,FHX0768,31/05/2023,228.00,6,176.92,228.00,0.00,12% GST
,,/  /,GABAPIN 100,15 TAB,3004,INTAS,N20011632,31/05/2022,109.00,1,87.20,109.00,0.00,12% GST
,00154410,21/08/2020,GABAPIN 300,15 CAP,3004,INTAS,N2001461,28/04/2023,284.00,1,222.63,284.00,0.00,12% GST
27AAHCG7843H1ZA,GTEHHY/220004359,06/04/2021,GABAPIN ME,10 TAB,3004,INTAS,N2002939,01/10/2022,183.00,2,122.87,183.00,12.00,12% GST
,00154410,21/08/2020,GABAPIN NT 100,15 TAB,3004,INTAS,N2001371,28/04/2023,408.00,1,319.83,408.00,0.00,12% GST
,S/32631,11/09/2020,GABAPIN NT 100,15 TAB,3004,INTAS,N2001863,30/06/2022,147.00,3,114.11,147.00,0.00,12% GST
,RDD/20103,14/12/2020,GALACT GRANULES,200 GM,3004,EMCUR,EPG2AA0449,31/07/2022,349.00,1,261.20,349.00,0.00,12% GST
,IDB20262187,30/12/2020,GALACT GRANULES,200 GM,3004,EMCUR,EPG2AA0456,01/08/4022,349.00,1,246.21,349.00,0.00,12% GST
,IDB20294425,27/01/2021,GALACT GRANULES,200 GM,3004,EMCUR,EPG2AA0457,01/08/4022,349.00,2,246.50,349.00,0.00,12% GST
,S/119920,03/03/2021,GALACT GRANULES,200 GM,3004,EMCUR,EPG2AA0558,30/09/2022,349.00,1,270.87,349.00,0.00,12% GST
,EPL/6257,24/08/2020,GALVUS 50,14 TAB,3004,NOVAR,KR3011,31/12/2022,299.00,2,234.38,299.00,0.00,12% GST
,42337,08/03/2021,GALVUS 50,14 TAB,3004,NOVAR,KY8454,30/04/2023,299.00,2,234.46,299.00,0.00,12% GST
,00665806,04/11/2020,GALVUS MET 50 / 1000,10 TAB,3004,NOVAR,748MLCA0,28/06/2021,318.00,2,244.19,318.00,0.00,12% GST
,EPL/6257,24/08/2020,GALVUSMET 50 / 850,10 TAB,3004,NOVAR,19Y020ML,31/01/2021,309.00,1,242.21,309.00,0.00,12% GST
,00625577,24/08/2020,GALVUSMET 50 / 850,10 TAB,3004,NOVAR,607MLBU0,28/07/2021,309.00,1,237.29,309.00,0.00,12% GST
,EPL/64081,15/02/2021,GANATON 50,10 TAB,3004,ABBOT,SSF0107,31/08/2022,138.35,1,108.39,138.35,0.00,12% GST
,EPL/64544,16/02/2021,GANATON TOTAL,10 CAP,3004,ABBOT,IAF0020,30/06/2022,384.60,1,301.58,384.60,0.00,12% GST
,R/9463,19/08/2020,GANDHARVA HARITAKI,100 GM,3004,ARK,22,/  /,164.00,1,121.53,164.00,0.00,12% GST
,00637246,14/09/2020,GARLIC PEARLS,100 CAP,3004,RAN,XKX0029,28/01/2022,115.00,4,88.33,115.00,0.00,12% GST
,00180018,13/02/2021,GARLIC PEARLS,100 CAP,3004,RAN,XKX0068,28/05/2022,150.00,2,117.60,150.00,0.00,12% GST
,S/27387,29/08/2020,GAS O FAS JALJEERA,5 GM,3004,MANKI,E0EKT079,30/04/2022,10.00,6,6.53,10.00,0.00,12% GST
,S/27386,29/08/2020,GAS O FAST COLA,5 GM,3004,MANKI,F5EKT004,31/03/2022,10.00,6,6.53,10.00,0.00,12% GST
,EPL/74970,20/03/2021,GASEX,100 TAB,3004,HIM,372001866,30/11/2023,130.01,1,98.07,130.01,0.00,12% GST
27AAHCR3491G1Z5,RDD/1851,13/04/2021,GASEX,100 TAB,3004,HIM,372100194,31/01/2024,130.00,1,82.41,130.00,12.00,12% GST
,S/91169,12/01/2021,GASTICA FIZ,4 TAB,3004,MANKI,C5EKT060,30/09/2022,51.60,6,33.37,51.60,0.00,12% GST
,EPL/78264,31/03/2021,GATE P EYE DROPS,10 ML,3004,AJA,AD0121B,31/01/2023,39.50,2,30.96,39.50,0.00,12% GST
,IDB20221797,24/11/2020,GATIQUIN EYE DROPS,5 ML,3004,CIPLA,DZ9083,01/04/4021,68.97,2,54.06,68.97,0.00,12% GST
,SIR/289019,20/02/2021,GATIQUIN P EYE DROPS,10 ML,3004,CIPLA,DZ0042,30/11/2022,137.09,2,107.47,137.09,0.00,12% GST
27AAHCS2250A1ZT,S/32688,27/05/2021,GATIQUIN P EYE DROPS,10 ML,3004,CIPLA,DZ1011,31/01/2023,137.09,2,97.92,137.09,12.00,12% GST
,00112219,26/08/2020,GATSBAY SUPER HARD GEL,50 GM,2106,GARDE,20082020,/  /,100.00,1,82.43,100.00,0.00,18% GST
,00112219,26/08/2020,GATSBY HS RED,150 GM,2106,GARDE,20082020,/  /,100.00,1,82.43,100.00,0.00,18% GST
,00112219,26/08/2020,GATSBY WHITE SOFT,75 GM,2106,GARDE,20082020,/  /,100.00,1,82.43,100.00,0.00,18% GST
27AAGPS4492L1Z0,V/1418,19/04/2021,GAUZE 10 CM,UNIT,3004,SUR,D-24,31/10/2023,55.00,6,43.50,55.00,12.00,12% GST
27AAGPS4492L1Z0,V/2008,24/04/2021,GAUZE 10 CM,UNIT,3004,SUR,D-24,31/10/2023,55.00,6,43.50,55.00,12.00,12% GST
,00192134,24/11/2020,GAUZE ABSORBENT,UNIT,3004,SUR,259,28/08/2023,60.00,1,26.88,60.00,0.00,12% GST
,00193374,07/12/2020,GAUZE ABSORBENT,UNIT,3004,SUR,M2041070..,28/07/2024,30.00,5,19.18,30.00,0.00,12% GST
,00192134,24/11/2020,GAUZE SWAB 7.5 CM,UNIT,3004,SUR,245,28/05/2023,90.00,1,40.32,90.00,0.00,12% GST
,00193374,07/12/2020,GAUZE SWAB 7.5 CM,UNIT,3004,SUR,M2041087,28/09/2024,41.00,5,26.22,41.00,0.00,12% GST
,V/17742,30/03/2021,GAUZE SWAB 7.5 CM,UNIT,3004,SUR,A-65,31/10/2023,31.00,6,23.21,31.00,0.00,12% GST
